lemRank,lemma,PoS,lemFreq,wordFreq,word
621,face,v,156455,15015,faces
622,uh,u,156333,156333,uh
623,check,v,155591,100568,check
623,check,v,155591,27315,checked
623,check,v,155591,20189,checking
623,check,v,155591,7519,checks
624,page,n,154863,103280,page
624,page,n,154863,49187,pages
624,page,n,154863,2396,pg
625,fight,v,154643,70030,fight
625,fight,v,154643,49897,fighting
625,fight,v,154643,30224,fought
625,fight,v,154643,4492,fights
626,itself,p,154505,154505,itself
627,test,n,154189,104062,test
627,test,n,154189,50106,tests
627,test,n,154189,21,testi
628,patient,n,154125,106104,patients
628,patient,n,154125,48021,patient
629,produce,v,154082,60238,produce
629,produce,v,154082,57384,produced
629,produce,v,154082,21181,producing
629,produce,v,154082,15279,produces
630,certain,j,154059,154059,certain
631,whatever,d,153872,153871,whatever
632,half,d,153688,153686,half
633,video,n,153563,130615,video
633,video,n,153563,22948,videos
634,support,n,152769,148342,support
634,support,n,152769,4427,supports
635,throw,v,152388,55237,throw
635,throw,v,152388,34126,threw
635,throw,v,152388,26736,throwing
635,throw,v,152388,25707,thrown
635,throw,v,152388,10459,throws
635,throw,v,152388,123,throwed
636,third,m,152339,152339,third
637,care,v,152255,110470,care
637,care,v,152255,18582,cares
637,care,v,152255,14023,cared
637,care,v,152255,9180,caring
638,rest,n,151864,149544,rest
638,rest,n,151864,1317,resting
638,rest,n,151864,1003,rests
639,recent,j,151697,151675,recent
639,recent,j,151697,22,recenter
640,available,j,151406,151375,available
640,available,j,151406,31,avail-able
641,step,n,151394,88021,step
641,step,n,151394,63370,steps
642,ready,j,151349,151242,ready
642,ready,j,151349,75,readier
642,ready,j,151349,32,readiest
643,opportunity,n,151226,101077,opportunity
643,opportunity,n,151226,50149,opportunities
644,official,n,150423,122195,officials
644,official,n,150423,28228,official
645,oil,n,150410,145400,oil
645,oil,n,150410,5010,oils
646,call,n,149896,103656,call
646,call,n,149896,46240,calls
647,organization,n,149261,89012,organization
647,organization,n,149261,56033,organizations
647,organization,n,149261,2402,organisation
647,organization,n,149261,1814,organisations
648,character,n,148825,92060,character
648,character,n,148825,56765,characters
649,single,j,148796,148796,single
650,current,j,148387,148387,current
651,likely,j,148216,147641,likely
651,likely,j,148216,313,likelier
651,likely,j,148216,262,likeliest
652,county,n,148165,132078,county
652,county,n,148165,16087,counties
653,future,n,147923,140874,future
653,future,n,147923,7049,futures
654,dad,n,147520,143758,dad
654,dad,n,147520,3762,dads
655,whose,d,147491,147491,whose
656,less,d,147290,147290,less
657,shoot,v,147137,70081,shot
657,shoot,v,147137,47190,shoot
657,shoot,v,147137,24466,shooting
657,shoot,v,147137,5396,shoots
658,industry,n,146746,125927,industry
658,industry,n,146746,20819,industries
659,second,n,146634,91160,second
659,second,n,146634,55474,seconds
660,list,n,146495,132213,list
660,list,n,146495,14282,lists
661,general,j,146275,146275,general
662,stuff,n,145992,145607,stuff
662,stuff,n,145992,385,stuffs
663,figure,n,145812,102969,figure
663,figure,n,145812,42842,figures
664,attention,n,145669,144742,attention
664,attention,n,145669,898,attentions
664,attention,n,145669,29,atten-tion
665,forget,v,145557,86958,forget
665,forget,v,145557,25696,forgot
665,forget,v,145557,23779,forgotten
665,forget,v,145557,6822,forgetting
665,forget,v,145557,2302,forgets
666,risk,n,145334,116213,risk
666,risk,n,145334,29121,risks
667,no,r,144919,144919,no
668,focus,v,144896,58275,focus
668,focus,v,144896,50643,focused
668,focus,v,144896,21413,focusing
668,focus,v,144896,13685,focuses
668,focus,v,144896,508,focussed
668,focus,v,144896,301,focussing
668,focus,v,144896,71,focusses
669,short,j,144842,128579,short
669,short,j,144842,13987,shorter
669,short,j,144842,2276,shortest
670,fire,n,144750,130623,fire
670,fire,n,144750,14127,fires
671,dog,n,144648,98223,dog
671,dog,n,144648,46425,dogs
672,red,j,144046,143365,red
672,red,j,144046,516,redder
672,red,j,144046,161,reddest
673,hair,n,143875,139313,hair
673,hair,n,143875,4562,hairs
674,point,v,143750,44228,pointed
674,point,v,143750,40803,point
674,point,v,143750,34473,points
674,point,v,143750,24246,pointing
675,condition,n,143732,85754,conditions
675,condition,n,143732,57978,condition
676,wall,n,143389,96082,wall
676,wall,n,143389,47307,walls
677,daughter,n,142747,120331,daughter
677,daughter,n,142747,22400,daughters
677,daughter,n,142747,16,daugh-ter
678,before,r,142673,142673,before
679,deal,n,142589,126254,deal
679,deal,n,142589,16335,deals
680,author,n,142352,103950,author
680,author,n,142352,38402,authors
681,truth,n,142017,135063,truth
681,truth,n,142017,6954,truths
682,upon,i,141420,141420,upon
683,husband,n,141289,132326,husband
683,husband,n,141289,8939,husbands
683,husband,n,141289,24,hus-band
684,period,n,141173,120746,period
684,period,n,141173,20427,periods
685,series,n,140231,140169,series
685,series,n,140231,62,serie
686,order,n,140025,108636,order
686,order,n,140025,31389,orders
687,officer,n,139938,79820,officer
687,officer,n,139938,60118,officers
688,close,j,139704,103513,close
688,close,j,139704,23109,closer
688,close,j,139704,13082,closest
689,land,n,139579,119821,land
689,land,n,139579,19758,lands
690,note,v,139111,55222,noted
690,note,v,139111,47450,note
690,note,v,139111,21838,notes
690,note,v,139111,14601,noting
691,computer,n,139082,108042,computer
691,computer,n,139082,31040,computers
692,thought,n,139016,82043,thought
692,thought,n,139016,56973,thoughts
693,economy,n,138752,126814,economy
693,economy,n,138752,11938,economies
694,goal,n,138693,83775,goal
694,goal,n,138693,54918,goals
695,bank,n,138673,91310,bank
695,bank,n,138673,47363,banks
696,behavior,n,138400,103078,behavior
696,behavior,n,138400,26597,behaviors
696,behavior,n,138400,7634,behaviour
696,behavior,n,138400,1091,behaviours
697,sound,v,138386,67229,sounds
697,sound,v,138386,40647,sound
697,sound,v,138386,24066,sounded
697,sound,v,138386,6444,sounding
698,deal,v,138197,71625,deal
698,deal,v,138197,41904,dealing
698,deal,v,138197,15041,dealt
698,deal,v,138197,9611,deals
698,deal,v,138197,16,dealed
699,certainly,r,138162,138162,certainly
700,nearly,r,138034,138034,nearly
701,increase,v,137709,60846,increase
701,increase,v,137709,39821,increased
701,increase,v,137709,18558,increasing
701,increase,v,137709,18484,increases
702,act,n,137668,110139,act
702,act,n,137668,27528,acts
703,north,n,137666,137666,north
704,well,i,137599,137599,well
705,blood,n,137579,136845,blood
705,blood,n,137579,734,bloods
706,culture,n,137140,115415,culture
706,culture,n,137140,21725,cultures
707,medical,j,136850,136493,medical
707,medical,j,136850,357,medi-cal
708,OK,r,136788,136649,ok
708,OK,r,136788,1461,o.k.
708,OK,r,136788,139,o.k
709,everybody,p,136787,136497,everybody
709,everybody,p,136787,201,everybodys
709,everybody,p,136787,53,ever'body
709,everybody,p,136787,22,every-body
709,everybody,p,136787,14,everybodies
710,top,n,136658,127911,top
710,top,n,136658,8733,tops
710,top,n,136658,14,topi
711,difficult,j,136474,136474,difficult
712,close,v,136431,57233,closed
712,close,v,136431,56155,close
712,close,v,136431,14572,closing
712,close,v,136431,8471,closes
713,language,n,136124,119827,language
713,language,n,136124,16297,languages
714,window,n,136043,90259,window
714,window,n,136043,45773,windows
714,window,n,136043,11,win-dow
715,response,n,135942,96431,response
715,response,n,135942,39511,responses
716,population,n,135733,111407,population
716,population,n,135733,24326,populations
717,lie,v,135712,45176,lying
717,lie,v,135712,44073,lie
717,lie,v,135712,27552,lies
717,lie,v,135712,17705,lied
717,lie,v,135712,1150,lain
717,lie,v,135712,56,lieing
718,tree,n,135666,69809,tree
718,tree,n,135666,65857,trees
719,park,n,135440,113267,park
719,park,n,135440,22173,parks
720,worker,n,135244,106787,workers
720,worker,n,135244,28457,worker
721,draw,v,135022,40961,draw
721,draw,v,135022,34823,drawn
721,draw,v,135022,27174,drew
721,draw,v,135022,20194,drawing
721,draw,v,135022,11843,draws
721,draw,v,135022,27,drawed
722,plan,v,135011,38768,plan
722,plan,v,135011,36073,planning
722,plan,v,135011,35594,planned
722,plan,v,135011,24576,plans
723,drop,v,134220,58293,dropped
723,drop,v,134220,46918,drop
723,drop,v,134220,17728,dropping
723,drop,v,134220,11281,drops
724,push,v,134206,48026,push
724,push,v,134206,44049,pushed
724,push,v,134206,33703,pushing
724,push,v,134206,8428,pushes
725,earth,n,134202,133301,earth
725,earth,n,134202,901,earths
726,cause,n,133998,113175,cause
726,cause,n,133998,20823,causes
727,per,i,133974,133974,per
728,private,j,133907,133907,private
729,tonight,r,133341,133187,tonight
729,tonight,r,133341,154,to-night
730,race,n,133182,112448,race
730,race,n,133182,20734,races
731,than,i,133168,133168,than
732,letter,n,132828,81504,letter
732,letter,n,132828,51324,letters
733,other,p,132728,132728,other
734,gun,n,132572,92042,gun
734,gun,n,132572,40530,guns
735,simple,j,132004,120667,simple
735,simple,j,132004,6848,simpler
735,simple,j,132004,4489,simplest
736,course,n,131911,102333,course
736,course,n,131911,29578,courses
737,wonder,v,131649,57012,wonder
737,wonder,v,131649,37287,wondering
737,wonder,v,131649,31177,wondered
737,wonder,v,131649,6173,wonders
738,involve,v,131275,58026,involved
738,involve,v,131275,27488,involving
738,involve,v,131275,24486,involves
738,involve,v,131275,21275,involve
739,hell,n,131265,130635,hell
739,hell,n,131265,630,hells
740,poor,j,131105,121321,poor
740,poor,j,131105,5210,poorer
740,poor,j,131105,4574,poorest
741,each,p,130754,130754,each
742,answer,n,130534,92458,answer
742,answer,n,130534,38076,answers
743,nature,n,130378,129198,nature
743,nature,n,130378,1180,natures
744,administration,n,130297,126016,administration
744,administration,n,130297,4281,administrations
745,common,j,130294,129980,common
745,common,j,130294,231,commonest
745,common,j,130294,83,commoner
746,no,p,130206,128084,no
746,no,p,130206,2122,no-one
747,hard,r,129919,109730,hard
747,hard,r,129919,18203,harder
747,hard,r,129919,1986,hardest
748,message,n,129799,98485,message
748,message,n,129799,31314,messages
749,song,n,129648,85498,song
749,song,n,129648,44150,songs
750,enjoy,v,129575,71879,enjoy
750,enjoy,v,129575,32583,enjoyed
750,enjoy,v,129575,17229,enjoying
750,enjoy,v,129575,7884,enjoys
751,similar,j,129272,129272,similar
752,Congress,n,128923,128272,congress
752,Congress,n,128923,651,congresses
753,attack,n,128893,79207,attack
753,attack,n,128893,49686,attacks
754,past,j,128832,128832,past
755,hot,j,128310,118207,hot
755,hot,j,128310,6351,hottest
755,hot,j,128310,3752,hotter
756,seek,v,128234,44438,seek
756,seek,v,128234,39118,seeking
756,seek,v,128234,32153,sought
756,seek,v,128234,12496,seeks
756,seek,v,128234,29,seeked
757,amount,n,128075,106531,amount
757,amount,n,128075,21544,amounts
758,analysis,n,128029,109436,analysis
758,analysis,n,128029,18593,analyses
759,store,n,127984,87006,store
759,store,n,127984,40978,stores
760,defense,n,127924,120976,defense
760,defense,n,127924,6948,defenses
761,bill,n,127919,93613,bill
761,bill,n,127919,34306,bills
762,like,c,127828,127828,like
763,cell,n,127818,69441,cell
763,cell,n,127818,58377,cells
764,away,i,127427,127427,away
765,performance,n,127318,111663,performance
765,performance,n,127318,15655,performances
766,hospital,n,127317,102684,hospital
766,hospital,n,127317,24633,hospitals
767,bed,n,127232,114652,bed
767,bed,n,127232,12580,beds
768,board,n,127202,109729,board
768,board,n,127202,17473,boards
769,protect,v,126672,80820,protect
769,protect,v,126672,21506,protecting
769,protect,v,126672,17968,protected
769,protect,v,126672,6378,protects
770,century,n,126668,104115,century
770,century,n,126668,22553,centuries
771,summer,n,126418,121952,summer
771,summer,n,126418,4466,summers
772,material,n,126254,73702,material
772,material,n,126254,52552,materials
773,individual,n,125578,84195,individuals
773,individual,n,125578,41383,individual
774,recently,r,125532,125532,recently
775,example,n,125442,85246,example
775,example,n,125442,40196,examples
776,represent,v,125330,42271,represent
776,represent,v,125330,32453,represented
776,represent,v,125330,32003,represents
776,represent,v,125330,18474,representing
776,represent,v,125330,47,re-present
776,represent,v,125330,40,re-presented
776,represent,v,125330,26,re-presenting
776,represent,v,125330,16,re-presents
777,fill,v,125249,60134,filled
777,fill,v,125249,43248,fill
777,fill,v,125249,14921,filling
777,fill,v,125249,6946,fills
778,state,v,125064,56264,state
778,state,v,125064,34615,stated
778,state,v,125064,23986,states
778,state,v,125064,10199,stating
779,place,v,124900,53520,placed
779,place,v,124900,51248,place
779,place,v,124900,12260,placing
779,place,v,124900,7872,places
780,animal,n,124835,66744,animals
780,animal,n,124835,58091,animal
781,fail,v,124675,58619,failed
781,fail,v,124675,34092,fail
781,fail,v,124675,17300,failing
781,fail,v,124675,14664,fails
782,factor,n,123915,68259,factors
782,factor,n,123915,55656,factor
783,natural,j,123788,123788,natural
784,sir,n,123629,123227,sir
784,sir,n,123629,402,sirs
785,agency,n,123524,80553,agency
785,agency,n,123524,42971,agencies
786,usually,r,123303,123303,usually
787,significant,j,123040,123040,significant
788,help,n,123017,115487,help
788,help,n,123017,7530,helps
789,ability,n,122943,107097,ability
789,ability,n,122943,15846,abilities
790,mile,n,122899,98859,miles
790,mile,n,122899,24040,mile
791,statement,n,122852,86707,statement
791,statement,n,122852,36145,statements
792,entire,j,122397,122397,entire
793,Democrat,n,122325,90357,democrats
793,Democrat,n,122325,31968,democrat
794,floor,n,122291,110915,floor
794,floor,n,122291,11376,floors
795,serious,j,122251,122251,serious
796,career,n,122177,107643,career
796,career,n,122177,14534,careers
797,dollar,n,121984,86700,dollars
797,dollar,n,121984,35284,dollar
798,vote,v,121578,65796,vote
798,vote,v,121578,38915,voted
798,vote,v,121578,16151,voting
798,vote,v,121578,716,votes
799,sex,n,121352,118001,sex
799,sex,n,121352,3351,sexes
800,compare,v,120978,74744,compared
800,compare,v,120978,27191,compare
800,compare,v,120978,14093,comparing
800,compare,v,120978,4950,compares
801,south,n,120894,120894,south
802,forward,r,120845,120845,forward
803,subject,n,120773,80588,subject
803,subject,n,120773,40185,subjects
804,financial,j,120726,119858,financial
804,financial,j,120726,868,financials
805,identify,v,120690,51134,identified
805,identify,v,120690,49051,identify
805,identify,v,120690,14576,identifying
805,identify,v,120690,5929,identifies
806,beautiful,j,120679,120672,beautiful
806,beautiful,j,120679,7,beautifulest
807,decade,n,120539,67250,decades
807,decade,n,120539,53289,decade
808,bit,n,120467,104813,bit
808,bit,n,120467,15654,bits
809,reduce,v,120399,58970,reduce
809,reduce,v,120399,30188,reduced
809,reduce,v,120399,22325,reducing
809,reduce,v,120399,8916,reduces
810,sister,n,120346,91199,sister
810,sister,n,120346,26905,sisters
810,sister,n,120346,2233,sis
810,sister,n,120346,9,sis-ter
811,quality,n,120236,106246,quality
811,quality,n,120236,13990,qualities
812,quickly,r,120136,120136,quickly
813,act,v,119650,57751,act
813,act,v,119650,36057,acting
813,act,v,119650,15485,acted
813,act,v,119650,10357,acts
814,press,n,119485,116928,press
814,press,n,119485,2557,presses
815,worry,v,119256,80677,worry
815,worry,v,119256,30596,worried
815,worry,v,119256,4536,worries
815,worry,v,119256,3447,worrying
816,accept,v,119245,63805,accept
816,accept,v,119245,35626,accepted
816,accept,v,119245,14109,accepting
816,accept,v,119245,5705,accepts
817,enter,v,119119,46721,enter
817,enter,v,119119,38966,entered
817,enter,v,119119,21667,entering
817,enter,v,119119,11765,enters
818,mention,v,119033,62345,mentioned
818,mention,v,119033,45431,mention
818,mention,v,119033,5675,mentioning
818,mention,v,119033,5582,mentions
819,sound,n,119028,93574,sound
819,sound,n,119028,25454,sounds
820,thus,r,118653,118653,thus
821,plant,n,118323,59354,plant
821,plant,n,118323,58969,plants
822,movement,n,118118,95004,movement
822,movement,n,118118,23098,movements
822,movement,n,118118,16,move-ment
823,scene,n,118003,89948,scene
823,scene,n,118003,28055,scenes
824,section,n,117170,98217,section
824,section,n,117170,18953,sections
825,treatment,n,116893,100609,treatment
825,treatment,n,116893,16284,treatments
826,wish,v,116884,86050,wish
826,wish,v,116884,15467,wished
826,wish,v,116884,7999,wishes
826,wish,v,116884,7368,wishing
827,benefit,n,116806,79420,benefits
827,benefit,n,116806,37386,benefit
828,interesting,j,116773,116773,interesting
829,West,n,116683,116683,west
830,candidate,n,116347,63426,candidate
830,candidate,n,116347,52921,candidates
831,approach,n,116173,96291,approach
831,approach,n,116173,19882,approaches
832,determine,v,116138,56804,determine
832,determine,v,116138,41540,determined
832,determine,v,116138,11365,determining
832,determine,v,116138,6429,determines
833,resource,n,116078,92489,resources
833,resource,n,116078,23589,resource
834,claim,v,116020,37051,claim
834,claim,v,116020,34204,claimed
834,claim,v,116020,26657,claims
834,claim,v,116020,18108,claiming
835,answer,v,115956,65746,answer
835,answer,v,115956,33237,answered
835,answer,v,115956,8663,answering
835,answer,v,115956,8310,answers
836,prove,v,115910,54821,prove
836,prove,v,115910,28185,proved
836,prove,v,115910,15020,proven
836,prove,v,115910,9775,proves
836,prove,v,115910,8109,proving
837,sort,n,115486,94610,sort
837,sort,n,115486,20876,sorts
838,enough,d,115462,115462,enough
839,size,n,115388,100488,size
839,size,n,115388,14900,sizes
840,somebody,p,115363,115340,somebody
840,somebody,p,115363,23,some-body
841,knowledge,n,115356,115113,knowledge
841,knowledge,n,115356,243,knowledges
842,rather,r,115104,115104,rather
843,hang,v,114959,46283,hang
843,hang,v,114959,30191,hanging
843,hang,v,114959,27864,hung
843,hang,v,114959,8587,hangs
843,hang,v,114959,2034,hanged
844,sport,n,114894,73677,sports
844,sport,n,114894,41217,sport
845,TV,n,114859,114808,tv
845,TV,n,114859,867,t.v.
845,TV,n,114859,51,t.v
846,loss,n,114630,90740,loss
846,loss,n,114630,23890,losses
847,argue,v,114425,44214,argue
847,argue,v,114425,32401,argued
847,argue,v,114425,20175,arguing
847,argue,v,114425,17635,argues
848,left,j,114320,114310,left
848,left,j,114320,10,lefter
849,note,n,114251,69552,note
849,note,n,114251,44699,notes
850,meeting,n,114209,80457,meeting
850,meeting,n,114209,33752,meetings
851,skill,n,113912,86423,skills
851,skill,n,113912,27489,skill
852,card,n,113472,70177,card
852,card,n,113472,43295,cards
853,feeling,n,113414,62083,feeling
853,feeling,n,113414,51331,feelings
854,despite,i,113257,113257,despite
855,degree,n,113046,73314,degree
855,degree,n,113046,39732,degrees
856,crime,n,112978,83017,crime
856,crime,n,112978,29961,crimes
857,that,r,112903,112903,that
858,sign,n,112603,63898,sign
858,sign,n,112603,48705,signs
859,occur,v,112575,43676,occurred
859,occur,v,112575,35802,occur
859,occur,v,112575,21880,occurs
859,occur,v,112575,10148,occurring
859,occur,v,112575,766,occured
859,occur,v,112575,302,occuring
860,imagine,v,112572,85093,imagine
860,imagine,v,112572,18860,imagined
860,imagine,v,112572,5933,imagining
860,imagine,v,112572,2686,imagines
861,vote,n,112405,69221,vote
861,vote,n,112405,43184,votes
862,near,i,112214,112214,near
863,king,n,112088,101534,king
863,king,n,112088,10554,kings
864,box,n,112035,90354,box
864,box,n,112035,21681,boxes
865,present,v,111731,53101,presented
865,present,v,111731,30677,present
865,present,v,111731,18402,presents
865,present,v,111731,9551,presenting
866,figure,v,111647,64261,figure
866,figure,v,111647,34328,figured
866,figure,v,111647,7956,figuring
866,figure,v,111647,5102,figures
867,seven,m,111646,111350,seven
867,seven,m,111646,296,sevens
868,foreign,j,111509,111509,foreign
869,laugh,v,111440,32736,laughing
869,laugh,v,111440,31575,laughed
869,laugh,v,111440,26862,laugh
869,laugh,v,111440,20267,laughs
870,disease,n,111433,88722,disease
870,disease,n,111433,22638,diseases
870,disease,n,111433,73,dis-ease
871,lady,n,111384,72454,lady
871,lady,n,111384,38883,ladies
871,lady,n,111384,47,ladys
872,beyond,i,111221,111221,beyond
873,discuss,v,111181,47716,discuss
873,discuss,v,111181,36560,discussed
873,discuss,v,111181,20392,discussing
873,discuss,v,111181,6513,discusses
874,finish,v,111094,58563,finished
874,finish,v,111094,39818,finish
874,finish,v,111094,9095,finishing
874,finish,v,111094,3618,finishes
875,design,n,111026,93062,design
875,design,n,111026,17963,designs
876,concern,n,110976,63609,concern
876,concern,n,110976,47355,concerns
876,concern,n,110976,12,con-cern
877,ball,n,110770,88949,ball
877,ball,n,110770,21820,balls
878,East,n,110589,110589,east
879,recognize,v,110405,50649,recognize
879,recognize,v,110405,37252,recognized
879,recognize,v,110405,10396,recognizing
879,recognize,v,110405,8146,recognizes
879,recognize,v,110405,1938,recognise
879,recognize,v,110405,1364,recognised
879,recognize,v,110405,387,recognising
879,recognize,v,110405,273,recognises
880,apply,v,110328,48196,apply
880,apply,v,110328,33429,applied
880,apply,v,110328,14976,applying
880,apply,v,110328,13727,applies
881,prepare,v,110266,49198,prepared
881,prepare,v,110266,34511,prepare
881,prepare,v,110266,22057,preparing
881,prepare,v,110266,4500,prepares
882,network,n,110210,80234,network
882,network,n,110210,29976,networks
883,huge,j,110088,109898,huge
883,huge,j,110088,124,hugest
883,huge,j,110088,66,huger
884,success,n,110030,102847,success
884,success,n,110030,7183,successes
885,district,n,109941,89915,district
885,district,n,109941,20026,districts
886,cup,n,109915,84283,cup
886,cup,n,109915,25632,cups
887,name,v,109851,81576,named
887,name,v,109851,22337,name
887,name,v,109851,4285,naming
887,name,v,109851,1653,names
888,physical,j,109576,109576,physical
889,growth,n,109567,109080,growth
889,growth,n,109567,487,growths
890,rise,v,109035,31524,rising
890,rise,v,109035,30450,rose
890,rise,v,109035,29391,rise
890,rise,v,109035,9069,rises
890,rise,v,109035,8601,risen
891,hi,u,108665,108665,hi
892,standard,n,107818,68511,standards
892,standard,n,107818,39307,standard
893,force,v,107636,58703,forced
893,force,v,107636,26871,force
893,force,v,107636,16012,forcing
893,force,v,107636,6050,forces
894,sign,v,107633,50330,signed
894,sign,v,107633,43222,sign
894,sign,v,107633,10773,signing
894,sign,v,107633,3308,signs
895,fan,n,107631,66402,fans
895,fan,n,107631,41229,fan
896,theory,n,107486,85835,theory
896,theory,n,107486,21651,theories
897,staff,n,107396,105386,staff
897,staff,n,107396,1841,staffs
897,staff,n,107396,169,staves
898,hurt,v,107262,79929,hurt
898,hurt,v,107262,14982,hurts
898,hurt,v,107262,12333,hurting
898,hurt,v,107262,18,hurted
899,legal,j,107134,107134,legal
900,September,n,106932,76584,september
900,September,n,106932,30348,sept
901,set,n,106920,87283,set
901,set,n,106920,19637,sets
902,outside,i,106572,106572,outside
903,et,r,106546,106546,et
904,strategy,n,106236,66534,strategy
904,strategy,n,106236,39702,strategies
905,clearly,r,105965,105965,clearly
906,property,n,105851,79971,property
906,property,n,105851,25880,properties
907,lay,v,105812,53419,lay
907,lay,v,105812,34951,laid
907,lay,v,105812,12168,laying
907,lay,v,105812,5168,lays
907,lay,v,105812,106,layed
908,final,j,105688,105688,final
909,authority,n,105586,65204,authority
909,authority,n,105586,40382,authorities
910,perfect,j,105560,105560,perfect
911,method,n,105544,54899,method
911,method,n,105544,50645,methods
912,region,n,105382,80099,region
912,region,n,105382,25283,regions
913,since,i,105367,105367,since
914,impact,n,105330,92974,impact
914,impact,n,105330,12356,impacts
915,indicate,v,105304,36021,indicated
915,indicate,v,105304,33610,indicate
915,indicate,v,105304,22123,indicates
915,indicate,v,105304,13550,indicating
916,safe,j,105273,94524,safe
916,safe,j,105273,7661,safer
916,safe,j,105273,3088,safest
917,committee,n,105133,94974,committee
917,committee,n,105133,10159,committees
918,supposed,j,105037,105037,supposed
919,dream,n,104797,65189,dream
919,dream,n,104797,39608,dreams
920,training,n,104563,103961,training
920,training,n,104563,602,trainings
921,shit,n,104498,103861,shit
921,shit,n,104498,637,shits
922,central,j,104403,104403,central
923,option,n,104245,52364,options
923,option,n,104245,51881,option
924,eight,m,104060,103554,eight
924,eight,m,104060,506,eights
925,particularly,r,104018,104018,particularly
926,completely,r,103941,103941,completely
927,opinion,n,103920,76377,opinion
927,opinion,n,103920,27543,opinions
928,main,j,103803,103803,main
929,ten,m,103677,99389,ten
929,ten,m,103677,4288,tens
930,interview,n,103566,73533,interview
930,interview,n,103566,30033,interviews
931,exist,v,103550,53553,exist
931,exist,v,103550,29647,exists
931,exist,v,103550,19215,existed
931,exist,v,103550,1135,existing
932,remove,v,103480,44953,remove
932,remove,v,103480,41493,removed
932,remove,v,103480,12655,removing
932,remove,v,103480,4379,removes
933,dark,j,103384,92037,dark
933,dark,j,103384,7997,darker
933,dark,j,103384,3350,darkest
934,play,n,103352,85611,play
934,play,n,103352,17741,plays
935,union,n,102805,83291,union
935,union,n,102805,19514,unions
936,professor,n,102741,84689,professor
936,professor,n,102741,12290,professors
936,professor,n,102741,5518,prof
936,professor,n,102741,244,profs
937,pressure,n,102669,90672,pressure
937,pressure,n,102669,11997,pressures
938,purpose,n,102642,70805,purpose
938,purpose,n,102642,31837,purposes
939,stage,n,102611,84014,stage
939,stage,n,102611,18597,stages
940,blue,j,102172,102172,blue
941,herself,p,102154,102117,herself
941,herself,p,102154,37,her-self
942,sun,n,102043,98596,sun
942,sun,n,102043,3447,suns
943,pain,n,101918,95733,pain
943,pain,n,101918,6185,pains
944,artist,n,101861,55386,artist
944,artist,n,101861,46475,artists
945,employee,n,101818,71520,employees
945,employee,n,101818,30238,employee
945,employee,n,101818,60,employes
946,avoid,v,101794,73461,avoid
946,avoid,v,101794,12774,avoided
946,avoid,v,101794,12373,avoiding
946,avoid,v,101794,3186,avoids
947,account,n,101683,68693,account
947,account,n,101683,32990,accounts
948,release,v,101668,63721,released
948,release,v,101668,24545,release
948,release,v,101668,8550,releasing
948,release,v,101668,4852,releases
949,fund,n,101503,54020,funds
949,fund,n,101503,47483,fund
950,environment,n,101479,88256,environment
950,environment,n,101479,13223,environments
951,treat,v,101438,43575,treated
951,treat,v,101438,36383,treat
951,treat,v,101438,15634,treating
951,treat,v,101438,5846,treats
952,specific,j,101222,101222,specific
953,version,n,101091,81862,version
953,version,n,101091,19229,versions
954,shot,n,101016,66856,shot
954,shot,n,101016,34160,shots
955,hate,v,100757,67811,hate
955,hate,v,100757,19582,hated
955,hate,v,100757,10009,hates
955,hate,v,100757,3355,hating
956,reality,n,100700,91407,reality
956,reality,n,100700,9293,realities
957,visit,v,100463,53734,visit
957,visit,v,100463,27500,visited
957,visit,v,100463,15734,visiting
957,visit,v,100463,3495,visits
958,club,n,100411,82082,club
958,club,n,100411,18329,clubs
959,justice,n,100360,91875,justice
959,justice,n,100360,8485,justices
960,river,n,100270,89082,river
960,river,n,100270,11188,rivers
961,brain,n,100235,85116,brain
961,brain,n,100235,15119,brains
962,memory,n,100235,67097,memory
962,memory,n,100235,33138,memories
963,rock,n,100028,76173,rock
963,rock,n,100028,23855,rocks
964,talk,n,99986,70016,talk
964,talk,n,99986,29970,talks
965,camera,n,99855,74259,camera
965,camera,n,99855,25596,cameras
966,global,j,99848,99848,global
967,various,j,99838,99838,various
968,arrive,v,99819,56458,arrived
968,arrive,v,99819,22602,arrive
968,arrive,v,99819,10658,arriving
968,arrive,v,99819,10101,arrives
969,notice,v,99709,49446,noticed
969,notice,v,99709,39676,notice
969,notice,v,99709,5847,noticing
969,notice,v,99709,4740,notices
970,bit,r,99520,99520,bit
971,detail,n,99477,66483,details
971,detail,n,99477,32994,detail
972,challenge,n,99455,59330,challenge
972,challenge,n,99455,40125,challenges
973,argument,n,99403,69218,argument
973,argument,n,99403,30185,arguments
974,lot,r,99278,99278,lot
975,nobody,p,99029,99029,nobody
976,weapon,n,98828,66585,weapons
976,weapon,n,98828,32243,weapon
977,best,r,98807,98807,best
978,station,n,98720,73991,station
978,station,n,98720,24729,stations
979,island,n,98596,79458,island
979,island,n,98596,19138,islands
980,absolutely,r,98574,98574,absolutely
981,instead,r,98540,98540,instead
982,discussion,n,98359,75610,discussion
982,discussion,n,98359,22749,discussions
983,instead,i,98231,98231,instead
984,affect,v,98073,40435,affect
984,affect,v,98073,31319,affected
984,affect,v,98073,15038,affects
984,affect,v,98073,11281,affecting
985,design,v,97967,77574,designed
985,design,v,97967,11734,design
985,design,v,97967,8659,designing
986,little,d,97858,97858,little
987,anyway,r,97831,97795,anyway
987,anyway,r,97831,36,any-way
